table_id,result
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,tie
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,banker
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,bankerSuper6
0954ffc2-5937-4932-a3f7-f020b4fcc433,player
0954ffc2-5937-4932-a3f7-f020b4fcc433,bankerSuper6
0954ffc2-5937-4932-a3f7-f020b4fcc433,tie
0954ffc2-5937-4932-a3f7-f020b4fcc433,tie
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,tie
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,bankerSuper6
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,tie
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,tie
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,player
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
14f41f16-6324-43b0-be0d-f5c1e3a6ee27,banker
