table_id,result
77be9d73-cfa6-44bf-8c26-ce18b84521af,player
77be9d73-cfa6-44bf-8c26-ce18b84521af,banker
77be9d73-cfa6-44bf-8c26-ce18b84521af,banker
77be9d73-cfa6-44bf-8c26-ce18b84521af,banker
77be9d73-cfa6-44bf-8c26-ce18b84521af,banker
77be9d73-cfa6-44bf-8c26-ce18b84521af,player
77be9d73-cfa6-44bf-8c26-ce18b84521af,player
77be9d73-cfa6-44bf-8c26-ce18b84521af,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,tie
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,tie
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,tie
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,tie
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,tie
c8738da8-b9b2-4f6d-9a19-c649a694765e,player
c8738da8-b9b2-4f6d-9a19-c649a694765e,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,tie
e26bdeab-c354-4eaa-bf57-6d2a75348025,tie
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,tie
e26bdeab-c354-4eaa-bf57-6d2a75348025,tie
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,tie
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,tie
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,player
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
e26bdeab-c354-4eaa-bf57-6d2a75348025,banker
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,tie
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,tie
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,player
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,tie
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
11066654-55de-4ab9-b239-740a345ec0a6,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,bankerSuper6
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,bankerSuper6
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,bankerSuper6
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,player
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
c4ac38a4-b3aa-41ed-8a18-12598016ed9a,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,bankerSuper6
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,tie
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,bankerSuper6
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,tie
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,bankerSuper6
d91f644b-4a7f-4065-8ad7-ead1a0522a73,tie
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,tie
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,tie
d91f644b-4a7f-4065-8ad7-ead1a0522a73,player
d91f644b-4a7f-4065-8ad7-ead1a0522a73,bankerSuper6
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
d91f644b-4a7f-4065-8ad7-ead1a0522a73,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,tie
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,tie
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,bankerSuper6
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,tie
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,tie
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,tie
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,tie
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,player
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,tie
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,tie
eac9ceff-e8fd-49b9-9f5f-6eea1391684f,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,tie
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,tie
ce9bffb0-b72e-4988-9b7e-df14d4fca653,tie
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,tie
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,banker
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
ce9bffb0-b72e-4988-9b7e-df14d4fca653,player
661765ea-9af4-423e-abd7-216d18aa4b87,tie
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,tie
661765ea-9af4-423e-abd7-216d18aa4b87,tie
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,tie
661765ea-9af4-423e-abd7-216d18aa4b87,tie
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,banker
661765ea-9af4-423e-abd7-216d18aa4b87,tie
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,player
661765ea-9af4-423e-abd7-216d18aa4b87,banker
3a662575-a371-465f-a1e3-b4c1444fdc8e,banker
3a662575-a371-465f-a1e3-b4c1444fdc8e,banker
3a662575-a371-465f-a1e3-b4c1444fdc8e,player
3a662575-a371-465f-a1e3-b4c1444fdc8e,player
3a662575-a371-465f-a1e3-b4c1444fdc8e,banker
3a662575-a371-465f-a1e3-b4c1444fdc8e,player
3a662575-a371-465f-a1e3-b4c1444fdc8e,player
3a662575-a371-465f-a1e3-b4c1444fdc8e,banker
3a662575-a371-465f-a1e3-b4c1444fdc8e,banker
3a662575-a371-465f-a1e3-b4c1444fdc8e,banker
3a662575-a371-465f-a1e3-b4c1444fdc8e,player
3a662575-a371-465f-a1e3-b4c1444fdc8e,banker
3a662575-a371-465f-a1e3-b4c1444fdc8e,player
3a662575-a371-465f-a1e3-b4c1444fdc8e,banker
3a662575-a371-465f-a1e3-b4c1444fdc8e,banker
